[2022-09-06 22:42:47.100] [39mTRACE[0;39m o.s.c.i.s.SpringFactoriesLoader [main] - Loaded [org.springframework.boot.logging.LoggingSystemFactory] names: [org.springframework.boot.logging.logback.LogbackLoggingSystem.Factory, org.springframework.boot.logging.log4j2.Log4J2LoggingSystem.Factory, org.springframework.boot.logging.java.JavaLoggingSystem.Factory] 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.elasticsearch.ReactiveElasticsearchRestClientAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'reactor.netty.http.client.HttpClient' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.jdbc.JdbcRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.jdbc.repository.config.AbstractJdbcConfiguration' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.jpa.JpaRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.jpa.repository.JpaRepository' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.ldap.LdapRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.ldap.repository.LdapRepository' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.mongo.MongoDataAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.mongodb.client.MongoClient' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.mongo.MongoReactiveDataAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.mongodb.reactivestreams.client.MongoClient' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.mongo.MongoReactiveRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.mongodb.reactivestreams.client.MongoClient' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.mongo.MongoRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.mongodb.client.MongoClient' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.neo4j.Neo4jDataAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.neo4j.driver.Driver' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.neo4j.Neo4jReactiveDataAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.neo4j.driver.Driver' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.neo4j.Neo4jReactiveRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.neo4j.driver.Driver' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.neo4j.Neo4jRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.neo4j.driver.Driver' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.r2dbc.R2dbcDataAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.r2dbc.core.R2dbcEntityTemplate' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.r2dbc.R2dbcRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'io.r2dbc.spi.ConnectionFactory' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.redis.RedisAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.redis.core.RedisOperations' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.redis.RedisReactiveAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'reactor.core.publisher.Flux' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.redis.RedisRepositoriesAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.redis.repository.configuration.EnableRedisRepositories' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.rest.RepositoryRestMvcAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.rest.webmvc.config.RepositoryRestMvcConfiguration' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.data.web.SpringDataWebAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.data.web.PageableHandlerMethodArgumentResolver' 
[2022-09-06 22:42:47.509] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.elasticsearch.ElasticsearchRestClientAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.elasticsearch.client.RestClientBuilder' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.flyway.FlywayAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.flywaydb.core.Flyway' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.freemarker.FreeMarkerAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'freemarker.template.Configuration' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.GraphQlAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.data.GraphQlReactiveQueryByExampleAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.data.GraphQlReactiveQuerydslAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.data.GraphQlQueryByExampleAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.data.GraphQlQuerydslAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.reactive.GraphQlWebFluxAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.rsocket.GraphQlRSocketAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.rsocket.RSocketGraphQlClientAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.security.GraphQlWebFluxSecurityAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.security.GraphQlWebMvcSecurityAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.graphql.servlet.GraphQlWebMvcAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'graphql.GraphQL' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.groovy.template.GroovyTemplateAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'groovy.text.markup.MarkupTemplateEngine' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.google.gson.Gson' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.h2.H2ConsoleAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.h2.server.web.WebServlet' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.hateoas.HypermediaAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.hateoas.EntityModel' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.hazelcast.HazelcastAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.hazelcast.core.HazelcastInstance' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.hazelcast.HazelcastJpaDependencyAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'com.hazelcast.core.HazelcastInstance' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.web.reactive.function.client.WebClient' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.influx.InfluxDbAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.influxdb.InfluxDB' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.integration.IntegrationAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.integration.config.EnableIntegration' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jdbc.DataSourceAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseType' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jdbc.JdbcTemplateAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jdbc.core.JdbcTemplate' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jdbc.JndiDataSourceAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jdbc.datasource.embedded.EmbeddedDatabaseType' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jdbc.XADataSourceAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'javax.transaction.TransactionManager' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jdbc.DataSourceTransactionManagerAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jdbc.core.JdbcTemplate' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jms.JmsAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'javax.jms.Message' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jms.JndiConnectionFactoryAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.springframework.jms.core.JmsTemplate' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jms.activemq.ActiveMQAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'javax.jms.ConnectionFactory' 
[2022-09-06 22:42:47.510] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jms.artemis.ArtemisAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'javax.jms.ConnectionFactory' 
[2022-09-06 22:42:47.511] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jersey.JerseyAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.glassfish.jersey.server.spring.SpringComponentProvider' 
[2022-09-06 22:42:47.511] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jooq.JooqAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'org.jooq.DSLContext' 
[2022-09-06 22:42:47.511] [39mTRACE[0;39m o.s.b.a.condition.OnClassCondition [main] - Condition OnClassCondition on org.springframework.boot.autoconfigure.jsonb.JsonbAutoConfiguration did not match due to @ConditionalOnClass did not find required class 'javax.json.bind.Jsonb' 
